0,767629
1,767629
2,767629
3,767561
4,767561
5,767561
6,767561
7,767561
8,767561
9,767561
10,767561
11,767561
12,767561
13,767595
14,767595
15,767595
16,767595
17,767595
18,767595
19,767595
20,767595
21,767595
22,767595
23,767595
24,767595
25,767595
26,767595
27,767595
28,767595
29,767595
30,767595
31,767595
32,767595
33,767595
34,767595
35,767595
36,767595
37,767595
38,767595
39,767595
40,767595
41,767595
42,767595
43,767595
44,767595
45,767595
46,767595
47,767595
48,767595
49,767595
50,767595
51,767595
52,767595
53,767595
54,767595
55,767595
56,767595
57,767595
58,767595
59,767595
60,767595
61,767595
62,767595
63,767519
64,767519
65,767519
66,767519
67,767519
68,767519
69,767519
70,767519
71,767519
72,767519
73,767519
74,767519
75,767519
76,767519
77,767519
78,767519
79,767519
80,767519
81,767519
82,767519
83,767519
84,767519
85,767519
86,767519
87,767519
88,767519
89,767519
90,767519
91,767519
92,767519
93,767519
94,767519
95,767519
96,767519
97,767519
98,767519
99,767519
100,767519
101,767519
102,767519
103,767519
104,767519
105,767519
106,767519
107,767519
108,767519
109,767519
110,767519
111,767519
112,767519
113,767519
114,767519
115,767519
116,767519
117,767519
118,767519
119,767519
120,767519
121,767519
122,767519
123,767519
124,767519
125,767519
126,767519
127,767519
128,767519
129,767519
130,767519
131,767519
132,767519
133,767519
134,767519
135,767519
136,767519
137,767519
138,767519
139,767519
140,767519
141,767519
142,767519
143,767519
144,767519
145,767519
146,767519
147,767519
148,767519
149,767519
150,767519
151,767519
152,767519
153,767519
154,767519
155,767519
156,767519
157,767519
158,767519
159,767519
160,767519
161,767519
162,767519
163,767519
164,767519
165,767519
166,767519
167,767519
168,767519
169,767519
170,767519
171,767519
172,767519
173,767519
174,767519
175,767519
176,767519
177,767519
178,767519
179,767519
180,767519
181,767519
182,767519
183,767519
184,767519
185,767519
186,767519
187,767519
188,767519
189,767519
190,767519
191,767519
192,767519
193,767519
194,767519
195,767519
196,767519
197,767519
198,767519
199,767519
200,767519
201,767519
202,767519
203,767519
204,767519
205,767519
206,767519
207,767519
208,767519
209,767519
210,767519
211,767519
212,767519
213,767519
214,767519
215,767519
216,767519
217,767519
218,767519
219,767519
220,767519
221,767519
222,767519
223,767519
224,767519
225,767519
226,767519
227,767519
228,767519
229,767519
230,767519
231,767519
232,767519
233,767519
234,767519
235,767519
236,767519
237,767519
238,767519
239,767519
240,767519
241,767519
242,767519
243,767519
244,767519
245,767519
246,767519
247,767519
248,767519
249,767519
250,767519
251,767519
252,767519
253,767519
254,767519
255,767519
256,767519
257,767519
258,767519
259,767519
260,767519
261,767519
262,767519
263,767519
264,767519
265,767519
266,767519
267,767519
268,767519
269,767519
270,767519
271,767519
272,767519
273,767519
274,767519
275,767519
276,767519
277,767519
278,767519
279,767519
280,767519
281,767519
282,767519
283,767519
284,767519
285,767519
286,767519
287,767519
288,767519
289,767519
290,767519
291,767519
292,767519
293,767519
294,767519
295,767519
296,767519
297,767519
298,767519
299,767519
300,767519
301,767519
302,767519
303,767519
304,767519
305,767519
306,767519
307,767519
308,767519
309,767519
310,767519
311,767519
312,767519
313,767519
314,767519
315,767519
316,767519
317,767519
318,767519
319,767519
320,767519
321,767519
322,767519
323,767519
324,767519
325,767519
326,767519
327,767519
328,767519
329,767519
330,767519
331,767519
332,767519
333,767519
334,767519
335,767519
336,767519
337,767519
338,767519
339,767519
340,767519
341,767519
342,767519
343,767519
344,767519
345,767519
346,767519
347,767519
348,767519
349,767519
350,767519
351,767519
352,767519
353,767519
354,767519
355,767519
356,767519
357,767519
358,767519
359,767519
360,767519
361,767519
362,767519
363,767519
364,767519
365,767519
366,767519
367,767519
368,767519
369,767519
370,767519
371,767519
372,767519
373,767519
374,767519
375,767519
376,767519
377,767519
378,767519
379,767519
380,767519
381,767519
382,767519
383,767519
384,767519
385,767519
386,767519
387,767519
388,767519
389,767519
390,767519
391,767519
392,767519
393,767519
394,767519
395,767519
396,767519
397,767519
398,767519
399,767519
400,767519
401,767519
402,767519
403,767519
404,767519
405,767519
406,767519
407,767519
408,767519
409,767519
410,767519
411,767519
412,767519
413,767519
414,767519
415,767519
416,767519
417,767519
418,767519
419,767519
420,767519
421,767519
422,767519
423,767519
424,767519
425,767519
426,767519
427,767519
428,767519
429,767519
430,767519
431,767519
432,767519
433,767519
434,767519
435,767519
436,767519
437,767519
438,767519
439,767519
440,767519
441,767519
442,767519
443,767519
444,767519
445,767519
446,767519
447,767519
448,767519
449,767519
450,767519
451,767519
452,767519
453,767519
454,767519
455,767519
456,767519
457,767519
458,767519
459,767519
460,767519
461,767519
462,767519
463,767519
464,767519
465,767519
466,767519
467,767519
468,767519
469,767519
470,767519
471,767519
472,767519
473,767519
474,767519
475,767519
476,767519
477,767519
478,767519
479,767519
480,767519
481,767519
482,767519
483,767519
484,767519
485,767519
486,767519
487,767519
488,767519
489,767519
490,767519
491,767519
492,767519
493,767519
494,767519
495,767519
496,767519
497,767519
498,767519
499,767519
500,767519
501,767519
502,767519
503,767519
504,767519
505,767519
506,767519
507,767519
508,767519
509,767519
510,767519
511,767519
512,767519
513,767519
514,767519
515,767519
516,767519
517,767519
518,767519
519,767519
520,767519
521,767519
522,767519
523,767519
524,767519
525,767519
526,767519
527,767519
528,767519
529,767519
530,767519
531,767519
532,767519
533,767519
534,767519
535,767519
536,767519
537,767519
538,767519
539,767519
540,767519
541,767519
542,767519
543,767519
544,767519
545,767519
546,767519
547,767519
548,767519
549,767519
550,767519
551,767519
552,767519
553,767519
554,767519
555,767519
556,767519
557,767519
558,767519
559,767519
560,767519
561,767519
562,767519
563,767519
564,767519
565,767519
566,767519
567,767519
568,767519
569,767519
