wf_name,num_nodes,max_indeg,deadline_const,rel_const,sota,bcpswa,random,sb_lft,sb_dd,dynamic,ilp
CyberShake_100.txt,102,48,14.8568,0.999,17263.5,51551.8,43851.9,31377.7,44472.2,12201.4,18337.476880366554
CyberShake_50.txt,52,23,17.0987,0.999,13056.4,30493.5,24970.7,15071.2,13243.9,8429.44,13017.8228001432
Epigenomics_100.txt,102,24,1944.11,0.999,5274420.0,18596000.0,18596000.0,18596000.0,18596000.0,5676900.0,
Epigenomics_24.txt,26,5,363.207,0.999,261899.0,408433.0,373123.0,274749.0,275123.0,188870.0,
Epigenomics_46.txt,49,5,502.942,0.999,527063.0,1453160.0,1453160.0,1453160.0,1453160.0,549615.0,
Inspiral_100.txt,102,11,86.7341,0.999,268668.0,484583.0,488396.0,321901.0,482017.0,208064.0,
Inspiral_1000.txt,1002,40,91.9813,0.999,3165350.0,9968160.0,9968160.0,9968160.0,9968160.0,3202910.0,
Inspiral_30.txt,32,7,86.8915,0.999,88599.4,152517.0,132529.0,104252.0,144631.0,63896.3,
Inspiral_50.txt,52,12,91.8128,0.999,151713.0,271102.0,211229.0,181427.0,265798.0,137520.0,
Montage_100.txt,102,62,4.60235,0.999,12987.1,24877.8,21682.6,18571.9,14445.6,8746.46,12470.668136187722
Montage_1000.txt,1002,662,23.9788,0.999,89309.0,262268.0,255806.0,259974.0,91526.2,147829.0,241983.4305470126
Montage_25.txt,27,9,3.0268,0.999,3591.55,5249.43,3711.03,4235.13,3665.7,1472.45,3293.600677441702
Montage_50.txt,52,28,3.62878,0.999,6693.87,11723.7,10402.8,10009.8,7253.03,5412.19,6422.420046830325
Sipht_100.txt,99,23,291.224,0.999,257821.0,400587.0,398425.0,244044.0,293934.0,131117.0,
Sipht_1000.txt,970,32,345.903,0.999,2256860.0,7505770.0,7505770.0,7505770.0,7505770.0,2439440.0,
Sipht_30.txt,31,17,286.926,0.999,80995.8,127841.0,127487.0,80339.1,84319.2,37054.2,78123.17611264593
Sipht_60.txt,60,18,301.946,0.999,188861.0,268958.0,246241.0,166401.0,197610.0,76279.3,
avianflu_large.txt,2004,2000,140.57,0.999,82985000.0,165472000.0,165472000.0,165472000.0,165472000.0,52622700.0,159538980.35388884
avianflu_medium.txt,1004,1000,140.57,0.999,41496600.0,82495400.0,82495400.0,82495400.0,82495400.0,23891000.0,79559002.85952027
avianflu_small.txt,104,100,140.57,0.999,4157130.0,7816400.0,7816400.0,7816400.0,7816400.0,2247620.0,7449823.46652858
cadsr.txt,6,2,1.30157,0.999,357.099,460.982,368.605,366.882,357.099,253.23,325.6719507559476
floodplain.txt,9,2,7614.19,0.999,2426640.0,7384920.0,7384920.0,7384920.0,7384920.0,1831860.0,
gene2life.txt,10,2,35.1424,0.999,18785.2,24893.0,20404.9,18065.8,19178.2,9362.84,17502.847892273363
glimmer.txt,6,1,6.3777,0.999,1749.78,2258.81,1780.95,1791.34,1749.78,889.832,1688.6421690977277
leadadas.txt,8,3,324.482,0.999,115998.0,123912.0,109479.0,109364.0,116034.0,85413.3,109241.04837406627
leaddm..txt,5,1,14.9681,0.999,4106.64,5301.29,3980.58,3960.61,4106.64,2537.39,3729.9356327404676
leaddm.txt,5,1,14.9681,0.999,4106.64,5301.29,3980.58,3960.61,4106.64,2223.52,3729.9356327404676
leadmm..txt,8,3,324.482,0.999,113209.0,120408.0,115973.0,108203.0,114634.0,56725.8,108078.61405348097
leadmm.txt,8,3,324.482,0.999,113209.0,120408.0,115973.0,108203.0,114634.0,59430.1,108078.61405348097
mcstas.txt,5,1,290276.0,0.999,101030000.0,205616000.0,205616000.0,205616000.0,205616000.0,52519200.0,
mememast.txt,4,1,7.80942,0.999,2142.59,2765.89,2142.59,2142.32,2142.59,927.721,2006.7242186045255
molsci.txt,7,2,66.3801,0.999,26400.9,30424.8,25365.5,23816.2,27010.8,15456.2,20247.55070227642
motif_large.txt,505,500,591.564,0.999,34256000.0,124137000.0,124137000.0,124137000.0,124137000.0,41041200.0,68359210.52665046
motif_medium.txt,140,135,591.564,0.999,9310580.0,33277800.0,33277800.0,33277800.0,33277800.0,9646980.0,18404230.34337464
motif_small.txt,15,10,591.564,0.999,767629.0,2161540.0,2161540.0,2161540.0,2161540.0,790961.0,
psload_large.txt,5086,1000,3.25393,0.999,1395080.0,4194010.0,4194010.0,4194010.0,4194010.0,1459620.0,
psload_medium.txt,491,100,3.25393,0.999,132008.0,222424.0,206135.0,132053.0,132053.0,77332.6,132727.79081642543
psload_small.txt,6,1,3.25393,0.999,866.754,1152.45,959.824,834.454,866.754,404.455,806.1211335641284
psmerge_medium.txt,843,195,960.559,0.999,206686000.0,413224000.0,413224000.0,413224000.0,413224000.0,123876000.0,412575756.2143972
psmerge_small.txt,82,77,960.559,0.999,19213400.0,38019900.0,38019900.0,38019900.0,38019900.0,12246600.0,37660910.33612904
scoop_large..txt,103,100,58.6358,0.999,1962550.0,3630280.0,3630280.0,3630280.0,3630280.0,979910.0,3334798.7395962956
scoop_large.txt,103,100,58.6358,0.999,1962550.0,3630280.0,3630280.0,3630280.0,3630280.0,1413560.0,3334798.7395962956
scoop_medium.txt,53,50,58.6358,0.999,803474.0,1555860.0,1555860.0,1555860.0,1555860.0,679647.0,
scoop_small.txt,8,5,58.6358,0.999,80348.4,103744.0,102603.0,102603.0,102603.0,54276.9,102223.65279965152
