wf_name,num_nodes,max_indeg,deadline_const,rel_const,sota,bcpswa,random,sb_lft,sb_dd,dynamic
CyberShake_100.txt,102,48,13.8663,0.987881,13.8662,9.90452,13.8588,13.8642,13.6297,12.3626
CyberShake_50.txt,52,23,15.9588,0.980469,15.958,11.3992,15.9533,15.9588,15.9542,17.5085
Epigenomics_100.txt,102,24,1814.5,0.985067,1812,1296.07,1296.07,1296.07,1296.07,1153.22
Epigenomics_24.txt,26,5,338.993,0.953898,338.888,242.138,337.661,338.848,338.888,301.607
Epigenomics_46.txt,49,5,469.413,0.977329,466.549,335.295,441.179,465.953,469.266,323.747
Inspiral_100.txt,102,11,80.9518,0.958835,80.9358,57.8227,80.9127,80.9061,80.1726,79.1392
Inspiral_1000.txt,1002,40,85.8492,0.966073,85.8483,61.3209,85.1865,85.8425,72.1002,91.7521
Inspiral_30.txt,32,7,81.0988,0.977154,81.0602,57.9277,81.0565,81.0985,81.0602,61.5712
Inspiral_50.txt,52,12,85.6919,0.96939,85.6451,61.2085,84.5091,85.6725,85.5412,75.5474
Montage_100.txt,102,62,4.29553,0.962201,4.295,3.06824,4.29223,4.29523,4.295,3.63481
Montage_1000.txt,1002,662,22.3802,0.95582,22.3771,15.9859,22.3609,22.3751,22.2063,19.4415
Montage_25.txt,27,9,2.82502,0.977441,2.82478,2.01787,2.82475,2.82454,2.82478,2.40494
Montage_50.txt,52,28,3.38686,0.999795,3.38536,2.41919,3.38592,3.34826,3.38515,2.58333
Sipht_100.txt,99,23,271.809,0.961594,267.904,194.15,194.15,271.794,263.779,209.242
Sipht_1000.txt,970,32,322.843,0.971819,321.729,230.602,271.519,322.825,320.014,321.234
Sipht_30.txt,31,17,267.798,0.966659,261.988,191.284,256.983,267.778,255.212,181.96
Sipht_60.txt,60,18,281.817,0.998095,277.202,201.298,201.298,278.679,274.54,197.125
avianflu_large.txt,2004,2000,131.198,0.972164,93.7131,93.7131,93.7131,93.7131,93.7131,81.3468
avianflu_medium.txt,1004,1000,131.198,0.953946,93.7131,93.7131,93.7131,93.7131,93.7131,78.4582
avianflu_small.txt,104,100,131.198,0.973475,93.7131,93.7131,127.182,127.182,127.182,81.5848
cadsr.txt,6,2,1.2148,0.974207,1.2064,0.867714,1.2122,1.2122,1.2064,1.49714
floodplain.txt,9,2,7106.57,0.969509,7042.52,5076.12,6302.07,6769.79,6419.2,6198.42
gene2life.txt,10,2,32.7996,0.987958,32.6834,23.4283,32.7176,32.7935,32.6834,20.9305
glimmer.txt,6,1,5.95252,0.983227,4.80178,4.2518,5.89925,5.92524,5.75209,4.77034
leadadas.txt,8,3,302.849,0.962136,243.431,216.321,296.667,301.295,265.131,131.711
leaddm..txt,5,1,13.9702,0.954464,13.2232,9.97871,13.8529,12.3773,13.9201,7.15775
leaddm.txt,5,1,13.9702,0.966377,13.2232,9.97871,13.8529,12.3773,13.9201,7.48571
leadmm..txt,8,3,302.849,0.99353,235.978,216.321,292.198,227.948,243.502,130.263
leadmm.txt,8,3,302.849,0.984061,235.978,216.321,298.812,227.948,236.069,161.968
mcstas.txt,5,1,270925,0.96471,201335,193518,193518,193518,193518,148681
mememast.txt,4,1,7.28879,0.960145,6.60489,5.20628,7.25826,7.16073,7.23843,5.09605
molsci.txt,7,2,61.9548,0.97132,60.7374,44.2534,60.5547,55.4097,60.7374,32.6218
motif_large.txt,505,500,552.126,0.950624,550.422,394.376,394.376,394.376,394.376,377.668
motif_medium.txt,140,135,552.126,0.989117,550.422,394.376,394.376,394.376,394.376,384.594
motif_small.txt,15,10,552.126,0.964782,550.422,394.376,544.206,544.206,544.206,368.304
psload_large.txt,5086,1000,3.037,0.955952,2.99995,2.16928,3.03692,3.03692,3.03692,3.3095
psload_medium.txt,491,100,3.037,0.995438,3.03692,2.16928,3.03692,2.74336,3.03692,3.02481
psload_small.txt,6,1,3.037,0.970096,3.01194,2.16928,2.92604,2.91304,3.01194,2.2538
psmerge_medium.txt,843,195,896.522,0.997582,862.757,640.373,640.373,640.373,640.373,611.097
psmerge_small.txt,82,77,896.522,0.99591,862.757,640.373,640.373,640.373,640.373,628.134
scoop_large..txt,103,100,54.7267,0.97829,42.204,39.0905,44.3927,44.3927,44.3927,30.0626
scoop_large.txt,103,100,54.7267,0.989211,42.204,39.0905,44.247,44.247,44.247,28.1219
scoop_medium.txt,53,50,54.7267,0.980793,42.204,39.0905,44.3927,44.3927,44.3927,24.7849
scoop_small.txt,8,5,54.7267,0.995641,42.204,39.0905,42.4378,42.4378,42.4378,28.7055
