wf_name,num_nodes,max_indeg,deadline_const,rel_const,sota,bcpswa,random,sb_lft,sb_dd,dynamic
CyberShake_100.txt,102,48,14.8568,0.99,11.8829,9.90452,11.7824,11.8854,11.6643,11.5316
CyberShake_50.txt,52,23,17.0987,0.99,13.6789,11.3992,13.6783,13.6775,13.6736,11.2215
Epigenomics_100.txt,102,24,1944.11,0.99,1554.93,1296.07,1296.07,1296.07,1296.07,1218.25
Epigenomics_24.txt,26,5,363.207,0.99,290.525,242.138,286.934,290.525,290.525,175.4
Epigenomics_46.txt,49,5,502.942,0.99,402.353,335.295,400.196,401.707,401.752,292.206
Inspiral_100.txt,102,11,86.7341,0.99,69.3543,57.8227,69.2043,69.344,61.1988,59.4752
Inspiral_1000.txt,1002,40,91.9813,0.99,73.5842,61.3209,73.5618,73.4834,65.9736,70.4239
Inspiral_30.txt,32,7,86.8915,0.99,69.4882,57.9277,69.509,68.4544,69.2942,46.8461
Inspiral_50.txt,52,12,91.8128,0.99,73.4006,61.2085,73.399,73.0896,65.804,54.1623
Montage_100.txt,102,62,4.60235,0.99,3.68137,3.06824,3.67793,3.68134,3.68137,3.12565
Montage_1000.txt,1002,662,23.9788,0.99,19.183,15.9859,19.073,19.1817,19.177,13.248
Montage_25.txt,27,9,3.0268,0.99,2.42097,2.01787,2.41967,2.42121,2.42097,2.13747
Montage_50.txt,52,28,3.62878,0.99,2.90281,2.41919,2.90251,2.90266,2.90281,2.82577
Sipht_100.txt,99,23,291.224,0.99,232.406,194.15,229.786,232.873,228.658,148.383
Sipht_1000.txt,970,32,345.903,0.99,270.898,230.602,274.469,275.218,270.235,291.598
Sipht_30.txt,31,17,286.926,0.99,227.934,191.284,218.551,226.577,226.139,182.412
Sipht_60.txt,60,18,301.946,0.99,240.722,201.298,201.298,241.546,238.121,217.743
avianflu_large.txt,2004,2000,140.57,0.99,93.7131,93.7131,93.7131,93.7131,93.7131,82.9132
avianflu_medium.txt,1004,1000,140.57,0.99,93.7131,93.7131,93.7131,93.7131,93.7131,83.1815
avianflu_small.txt,104,100,140.57,0.99,93.7131,93.7131,98.2926,98.2926,98.2926,75.9997
cadsr.txt,6,2,1.30157,0.99,1.01483,0.867714,1.03058,1.03871,1.01483,0.918999
floodplain.txt,9,2,7614.19,0.99,5948.85,5076.12,5948.85,6067.16,5948.85,3663.83
gene2life.txt,10,2,35.1424,0.99,27.8242,23.4283,28.0688,28.1041,27.9579,18.0611
glimmer.txt,6,1,6.3777,0.99,4.72455,4.2518,5.07552,4.67626,4.72455,3.14526
leadadas.txt,8,3,324.482,0.99,236.479,216.321,258.225,227.948,248.803,120.815
leaddm..txt,5,1,14.9681,0.99,11.0634,9.97871,11.9492,11.9492,11.0634,6.41119
leaddm.txt,5,1,14.9681,0.99,11.0634,9.97871,11.9492,11.9492,11.0634,8.59004
leadmm..txt,8,3,324.482,0.99,230.042,216.321,258.857,227.948,241.967,130.36
leadmm.txt,8,3,324.482,0.99,230.042,216.321,258.857,227.948,241.967,122.145
mcstas.txt,5,1,290276,0.99,201335,193518,193518,193518,193518,130544
mememast.txt,4,1,7.80942,0.99,5.77223,5.20628,6.1228,6.1228,5.77223,3.91683
molsci.txt,7,2,66.3801,0.99,52.9948,44.2534,52.6613,47.0832,52.9948,26.7089
motif_large.txt,505,500,591.564,0.99,438.625,394.376,394.376,394.376,394.376,296.827
motif_medium.txt,140,135,591.564,0.99,438.625,394.376,394.376,394.376,394.376,361.768
motif_small.txt,15,10,591.564,0.99,438.625,394.376,458.247,457.538,457.538,363.667
psload_large.txt,5086,1000,3.25393,0.99,2.51846,2.16928,2.59966,2.33621,2.55818,2.64521
psload_medium.txt,491,100,3.25393,0.99,2.58362,2.16928,2.59482,2.59483,2.59966,2.68896
psload_small.txt,6,1,3.25393,0.99,2.55965,2.16928,2.59643,2.49671,2.55965,1.98376
psmerge_medium.txt,843,195,960.559,0.99,684.622,640.373,640.373,640.373,640.373,627.607
psmerge_small.txt,82,77,960.559,0.99,684.622,640.373,640.373,640.373,640.373,573.338
scoop_large..txt,103,100,58.6358,0.99,42.204,39.0905,44.3927,44.3927,44.3927,30.3016
scoop_large.txt,103,100,58.6358,0.99,42.204,39.0905,44.3927,44.3927,44.3927,24.6318
scoop_medium.txt,53,50,58.6358,0.99,42.204,39.0905,44.8683,44.1589,44.1589,27.7281
scoop_small.txt,8,5,58.6358,0.99,42.204,39.0905,44.3927,44.3927,44.3927,20.6741
