wf_name,num_nodes,max_indeg,deadline_const,rel_const,sota,bcpswa,random,sb_lft,sb_dd,dynamic
CyberShake_100.txt,102,48,14.8568,0.99,17.8267,9.90452,16.8166,17.8248,17.8172,12.386
CyberShake_50.txt,52,23,17.0987,0.99,20.5137,11.3992,19.2312,20.5185,20.4316,19.0822
Epigenomics_100.txt,102,24,1944.11,0.99,2286.78,1296.07,1296.07,1296.07,1296.07,1106.4
Epigenomics_24.txt,26,5,363.207,0.99,420.272,242.138,434.203,434.163,434.203,332.473
Epigenomics_46.txt,49,5,502.942,0.99,602.84,335.295,587.505,602.327,602.816,505.226
Inspiral_100.txt,102,11,86.7341,0.99,104.006,57.8227,101.622,103.908,102.858,86.0167
Inspiral_1000.txt,1002,40,91.9813,0.99,110.375,61.3209,104.257,110.258,83.8666,99.1661
Inspiral_30.txt,32,7,86.8915,0.99,104.259,57.9277,103.989,104.246,104.259,86.1901
Inspiral_50.txt,52,12,91.8128,0.99,110.15,61.2085,109.093,109.756,109.95,91.7399
Montage_100.txt,102,62,4.60235,0.99,5.52263,3.06824,5.52123,5.52276,5.52263,4.65377
Montage_1000.txt,1002,662,23.9788,0.99,28.7743,15.9859,28.7075,28.7549,28.7654,25.2078
Montage_25.txt,27,9,3.0268,0.99,3.6321,2.01787,3.63024,3.63169,3.6321,3.12345
Montage_50.txt,52,28,3.62878,0.99,4.35425,2.41919,4.35426,4.35416,4.35425,4.84849
Sipht_100.txt,99,23,291.224,0.99,327.367,194.15,194.15,349.185,322.695,282.483
Sipht_1000.txt,970,32,345.903,0.99,412.708,230.602,271.519,414.927,387.813,386.449
Sipht_30.txt,31,17,286.926,0.99,319.584,191.284,303.864,342.041,304.925,244.422
Sipht_60.txt,60,18,301.946,0.99,336.65,201.298,201.298,362.216,330.697,296.8
avianflu_large.txt,2004,2000,140.57,0.99,157.841,93.7131,93.7131,93.7131,93.7131,85.6596
avianflu_medium.txt,1004,1000,140.57,0.99,157.841,93.7131,93.7131,93.7131,93.7131,72.6196
avianflu_small.txt,104,100,140.57,0.99,157.841,93.7131,157.841,157.841,157.841,105.912
cadsr.txt,6,2,1.30157,0.99,1.54972,0.867714,1.54174,1.55446,1.54972,1.43131
floodplain.txt,9,2,7614.19,0.99,8997.1,5076.12,7751.01,9063.2,8724.8,4302.53
gene2life.txt,10,2,35.1424,0.99,42.1173,23.4283,42.0474,42.1591,42.1173,28.0103
glimmer.txt,6,1,6.3777,0.99,7.44711,4.2518,7.45821,7.45821,7.44711,3.58709
leadadas.txt,8,3,324.482,0.99,255.795,216.321,379.136,379.136,256.351,185.848
leaddm..txt,5,1,14.9681,0.99,17.6722,9.97871,17.6201,16.3619,17.6722,10.6461
leaddm.txt,5,1,14.9681,0.99,17.6722,9.97871,17.6201,16.3619,17.6722,11.8528
leadmm..txt,8,3,324.482,0.99,385.445,216.321,376.425,379.136,388.829,199.397
leadmm.txt,8,3,324.482,0.99,385.445,216.321,376.425,379.136,388.829,195.616
mcstas.txt,5,1,290276,0.99,201335,193518,193518,193518,193518,107330
mememast.txt,4,1,7.80942,0.99,9.29833,5.20628,9.18752,9.18752,9.29833,6.70119
molsci.txt,7,2,66.3801,0.99,76.6866,44.2534,77.6861,73.9426,76.6866,39.7477
motif_large.txt,505,500,591.564,0.99,705.828,394.376,394.376,394.376,394.376,420.201
motif_medium.txt,140,135,591.564,0.99,705.828,394.376,394.376,394.376,394.376,339.83
motif_small.txt,15,10,591.564,0.99,705.828,394.376,702.465,670.738,705.828,461.291
psload_large.txt,5086,1000,3.25393,0.99,3.90115,2.16928,3.90125,3.83968,3.90115,4.17751
psload_medium.txt,491,100,3.25393,0.99,3.90115,2.16928,3.90115,3.83968,3.90115,4.33505
psload_small.txt,6,1,3.25393,0.99,3.88253,2.16928,3.90377,3.83968,3.88253,3.04086
psmerge_medium.txt,843,195,960.559,0.99,1069.39,640.373,640.373,640.373,640.373,825.354
psmerge_small.txt,82,77,960.559,0.99,1069.39,640.373,640.373,640.373,640.373,698.761
scoop_large..txt,103,100,58.6358,0.99,69.2309,39.0905,69.4647,69.4647,69.4647,46.233
scoop_large.txt,103,100,58.6358,0.99,69.2309,39.0905,69.4647,69.4647,69.4647,44.7973
scoop_medium.txt,53,50,58.6358,0.99,69.2309,39.0905,69.9403,69.9403,69.9403,41.9464
scoop_small.txt,8,5,58.6358,0.99,69.2309,39.0905,69.9403,69.9403,69.9403,24.6667
