wf_name,num_nodes,max_indeg,deadline_const,rel_const,sota,bcpswa,random,sb_lft,sb_dd,dynamic,ilp
CyberShake_100.txt,102,48,14.8568,0.9,17263.5,51551.8,31146.7,26296.3,17074.2,8943.52,16735.845819673214
CyberShake_50.txt,52,23,17.0987,0.9,13056.4,30493.5,18659.3,18132.2,13052.4,6458.29,12488.31391024441
Epigenomics_100.txt,102,24,1944.11,0.9,5274420.0,9298000.0,6525440.0,5044100.0,5044100.0,3366160.0,5005746.428971331
Epigenomics_24.txt,26,5,363.207,0.9,261899.0,408433.0,289121.0,240796.0,240796.0,146565.0,236619.42611828292
Epigenomics_46.txt,49,5,502.942,0.9,527063.0,954273.0,798934.0,485479.0,487967.0,287694.0,475989.637917519
Inspiral_100.txt,102,11,86.7341,0.9,268668.0,484583.0,313393.0,300393.0,280412.0,175683.0,242671.2383285715
Inspiral_1000.txt,1002,40,91.9813,0.9,3165350.0,5248340.0,5042320.0,3924220.0,5136740.0,2618270.0,4981914.665249756
Inspiral_30.txt,32,7,86.8915,0.9,88599.4,152517.0,95695.7,87503.2,87410.8,44914.3,83455.6871744831
Inspiral_50.txt,52,12,91.8128,0.9,151713.0,271102.0,178021.0,157021.0,148646.0,102306.0,142793.02295113177
Montage_100.txt,102,62,4.60235,0.9,12987.1,24877.8,14187.3,20304.7,12987.1,5815.96,11911.778040449657
Montage_1000.txt,1002,662,23.9788,0.9,89309.0,262268.0,135054.0,256747.0,88334.2,114851.0,58058.21414680084
Montage_25.txt,27,9,3.0268,0.9,3591.55,5249.43,3746.28,4167.31,3573.43,1836.08,3290.7203757757643
Montage_50.txt,52,28,3.62878,0.9,6693.87,11723.7,6786.3,9838.53,6693.87,6275.67,6402.153511693265
Sipht_100.txt,99,23,291.224,0.9,257821.0,400587.0,346178.0,234201.0,259075.0,116007.0,222673.6987257736
Sipht_1000.txt,970,32,345.903,0.9,2256860.0,4003120.0,3776010.0,2158680.0,2557850.0,1208160.0,3842625.9027977176
Sipht_30.txt,31,17,286.926,0.9,80995.8,127841.0,111473.0,78216.3,78976.0,38681.9,77050.47713553895
Sipht_60.txt,60,18,301.946,0.9,188861.0,268958.0,213480.0,155017.0,176197.0,82107.2,147177.69765043588
avianflu_large.txt,2004,2000,140.57,0.9,82985000.0,110002000.0,110002000.0,110002000.0,110002000.0,51897800.0,
avianflu_medium.txt,1004,1000,140.57,0.9,41496600.0,41496600.0,41455900.0,41455900.0,41455900.0,27877900.0,41642138.125132285
avianflu_small.txt,104,100,140.57,0.9,4157130.0,4157130.0,4026240.0,4026240.0,4026240.0,2566410.0,3946416.9386405507
cadsr.txt,6,2,1.30157,0.9,357.099,460.982,347.635,366.882,357.099,242.737,325.6719507559476
floodplain.txt,9,2,7614.19,0.9,2426640.0,3692460.0,3049820.0,2472750.0,2372000.0,1966970.0,2283067.668616703
gene2life.txt,10,2,35.1424,0.9,18785.2,24893.0,18504.5,18065.8,18770.5,10429.7,17398.92903414413
glimmer.txt,6,1,6.3777,0.9,1749.78,2258.81,1742.05,1791.34,1749.78,1027.92,1688.6421690977277
leadadas.txt,8,3,324.482,0.9,115998.0,123912.0,98563.5,97231.1,104464.0,54218.9,88581.82978838518
leaddm..txt,5,1,14.9681,0.9,4106.64,5301.29,3980.58,3960.61,4106.64,2582.65,3729.9356327404676
leaddm.txt,5,1,14.9681,0.9,4106.64,5301.29,3980.58,3960.61,4106.64,2350.39,3729.9356327404676
leadmm..txt,8,3,324.482,0.9,113209.0,120408.0,95171.6,93439.7,89649.8,67611.8,87076.695209027
leadmm.txt,8,3,324.482,0.9,113209.0,120408.0,95171.6,93439.7,89649.8,67632.6,87076.695209027
mcstas.txt,5,1,290276.0,0.9,101030000.0,205616000.0,205616000.0,205616000.0,205616000.0,65863400.0,199581465.88255864
mememast.txt,4,1,7.80942,0.9,2142.59,2765.89,2142.59,2142.32,2142.59,1022.0,2006.7242186045255
molsci.txt,7,2,66.3801,0.9,26400.9,30424.8,22751.0,22751.0,25030.6,11194.7,19781.777279199225
motif_large.txt,505,500,591.564,0.9,34256000.0,68750300.0,68750300.0,68750300.0,68750300.0,44356500.0,51580262.9429548
motif_medium.txt,140,135,591.564,0.9,9310580.0,16887800.0,9310580.0,9310580.0,9310580.0,5451540.0,9310692.992575664
motif_small.txt,15,10,591.564,0.9,767629.0,1329700.0,767629.0,767629.0,767629.0,323576.0,767381.8851289864
psload_large.txt,5086,1000,3.25393,0.9,1395080.0,2362530.0,1632390.0,1395080.0,1395080.0,820571.0,1396105.0018369323
psload_medium.txt,491,100,3.25393,0.9,132008.0,222424.0,152805.0,132008.0,132008.0,74656.1,131704.5062527796
psload_small.txt,6,1,3.25393,0.9,866.754,1152.45,873.819,834.454,866.754,541.884,806.1211335641284
psmerge_medium.txt,843,195,960.559,0.9,206686000.0,357712000.0,357712000.0,357712000.0,357712000.0,130345000.0,357769900.3326937
psmerge_small.txt,82,77,960.559,0.9,19213400.0,19258900.0,19113600.0,19113600.0,19147800.0,12368600.0,19063825.159847774
scoop_large..txt,103,100,58.6358,0.9,1962550.0,2074440.0,1938100.0,1938100.0,1938100.0,1134030.0,1905655.965526577
scoop_large.txt,103,100,58.6358,0.9,1962550.0,2074440.0,1938100.0,1938100.0,1938100.0,1116630.0,1905655.965526577
scoop_medium.txt,53,50,58.6358,0.9,803474.0,1037230.0,899975.0,897168.0,897168.0,581213.0,888819.3355147241
scoop_small.txt,8,5,58.6358,0.9,80348.4,103744.0,103722.0,80348.1,80348.1,43688.1,80348.06277394627
