wf_name,num_nodes,max_indeg,deadline_const,rel_const,sota,bcpswa,random,sb_lft,sb_dd,dynamic
CyberShake_100.txt,102,48,11.8854,0.976756,11.8829,9.90452,11.8851,11.8851,11.8796,12.0652
CyberShake_50.txt,52,23,13.679,0.990219,13.6789,11.3992,13.6742,13.6779,13.6759,12.7999
Epigenomics_100.txt,102,24,1555.29,0.985336,1554.93,1296.07,1296.07,1296.07,1296.07,1158.34
Epigenomics_24.txt,26,5,290.565,0.981393,290.525,242.138,263.859,290.563,290.563,245.16
Epigenomics_46.txt,49,5,402.354,0.974304,402.353,335.295,382.337,401.187,402.354,329.921
Inspiral_100.txt,102,11,69.3872,0.971329,69.3543,57.8227,69.3798,69.3763,68.486,63.8747
Inspiral_1000.txt,1002,40,73.5851,0.967562,73.5842,61.3209,72.9906,73.4857,65.6706,72.8473
Inspiral_30.txt,32,7,69.5132,0.968804,69.4882,57.9277,69.509,68.798,69.5083,52.2474
Inspiral_50.txt,52,12,73.4502,0.962721,73.4006,61.2085,73.4203,73.3871,73.1124,52.4088
Montage_100.txt,102,62,3.68188,0.990529,3.68137,3.06824,3.68029,3.68134,3.68137,3.14786
Montage_1000.txt,1002,662,19.1831,0.962393,19.183,15.9859,19.1142,19.1817,19.1829,16.1071
Montage_25.txt,27,9,2.42144,0.992643,2.42097,2.01787,2.41866,2.42121,2.42097,2.01909
Montage_50.txt,52,28,2.90302,0.999451,2.90281,2.41919,2.90251,2.90266,2.90281,2.82608
Sipht_100.txt,99,23,232.979,0.97243,232.406,194.15,229.786,232.873,230.212,196.401
Sipht_1000.txt,970,32,276.723,0.989912,270.898,230.602,253.917,276.71,270.235,259.965
Sipht_30.txt,31,17,229.541,0.963522,227.934,191.284,220.158,211.738,214.833,152.638
Sipht_60.txt,60,18,241.557,0.971728,240.722,201.298,238.121,241.546,238.121,179.822
avianflu_large.txt,2004,2000,112.456,0.952852,93.7131,93.7131,93.7131,93.7131,93.7131,83.4334
avianflu_medium.txt,1004,1000,112.456,0.961092,93.7131,93.7131,93.7131,93.7131,93.7131,82.768
avianflu_small.txt,104,100,112.456,0.992642,93.7131,93.7131,93.7131,93.7131,93.7131,63.8657
cadsr.txt,6,2,1.04126,0.99109,1.01483,0.867714,1.00785,1.03871,1.01483,0.967906
floodplain.txt,9,2,6091.35,0.974376,5948.85,5076.12,5877.73,6013.22,6065.21,4300.07
gene2life.txt,10,2,28.1139,0.971419,27.8242,23.4283,27.8641,28.1041,27.9579,21.1959
glimmer.txt,6,1,5.10216,0.963978,4.72455,4.2518,4.69984,4.67626,4.72455,2.42451
leadadas.txt,8,3,259.585,0.964953,236.479,216.321,250.617,237.874,258.459,163.147
leaddm..txt,5,1,11.9744,0.98865,11.0634,9.97871,10.8984,11.9492,11.0634,8.34269
leaddm.txt,5,1,11.9744,0.996897,11.0634,9.97871,10.8984,10.5871,11.0634,5.74695
leadmm..txt,8,3,259.585,0.97958,230.042,216.321,239.113,227.948,241.459,161.914
leadmm.txt,8,3,259.585,0.993177,230.042,216.321,227.486,227.948,230.34,132.908
mcstas.txt,5,1,232221,0.962557,201335,193518,193518,193518,193518,149813
mememast.txt,4,1,6.24754,0.953167,5.77223,5.20628,5.77223,6.1228,5.77223,4.9231
molsci.txt,7,2,53.1041,0.982342,52.9948,44.2534,47.0832,47.0832,52.9948,28.4492
motif_large.txt,505,500,473.251,0.986463,438.625,394.376,394.376,394.376,394.376,326.68
motif_medium.txt,140,135,473.251,0.965019,438.625,394.376,457.538,457.538,457.538,236.918
motif_small.txt,15,10,473.251,0.994605,438.625,394.376,452.577,452.577,452.577,322.354
psload_large.txt,5086,1000,2.60314,0.991538,2.51846,2.16928,2.59482,2.33621,2.59966,2.51656
psload_medium.txt,491,100,2.60314,0.971772,2.58362,2.16928,2.59643,2.33621,2.55818,2.50298
psload_small.txt,6,1,2.60314,0.956789,2.55965,2.16928,2.53607,2.49671,2.55965,2.14086
psmerge_medium.txt,843,195,768.447,0.992366,684.622,640.373,640.373,640.373,640.373,640.559
psmerge_small.txt,82,77,768.447,0.977363,684.622,640.373,640.373,640.373,640.373,543.332
scoop_large..txt,103,100,46.9086,0.973801,42.204,39.0905,44.247,44.247,44.247,35.0902
scoop_large.txt,103,100,46.9086,0.983196,42.204,39.0905,44.247,44.247,44.247,28.5362
scoop_medium.txt,53,50,46.9086,0.992323,42.204,39.0905,44.1589,44.1589,44.1589,25.3857
scoop_small.txt,8,5,46.9086,0.991851,42.204,39.0905,44.3927,44.3927,44.3927,21.8493
